property,latitude,longitude,city,country,monthly_rate,lease_term_months,total_views
Sample Property 4236046,-26.1763889,28.1425,Bedfordview,South Africa,1000,8,14981
Sample Property 4236047,-26.005,28.0038889,Fourways,South Africa,1000,8,9842
Sample Property 4236048,-26.102166,28.0565142,Sandown,South Africa,1000,8,8776
Sample Property 4236049,-26.0433333,28.0644444,Woodmead,South Africa,1000,8,13285
Sample Property 4236050,52.36131182,4.870328307,Amsterdam,Netherlands,1000,8,10736
Sample Property 4236051,52.0853245,4.3384407,Den Haag,Netherlands,1000,8,6146
Sample Property 4236059,51.9234147,4.4896023,Rotterdam,Netherlands,1000,8,11320
Sample Property 4236060,43.643761,-79.411293,Toronto,Canada,1000,8,5405
Sample Property 4236061,43.68684559,-79.7612974,Brampton,Canada,1000,8,7030
Sample Property 4236062,25.7880376,-100.3987158,Dfh34sdf,Canada,1000,8,7305
Sample Property 4236063,43.6392284,-79.4143449,Toronto,Canada,1000,8,6180
Sample Property 4236064,13.5859219,100.4160866,Bangkok,Thailand,1000,8,14252
Sample Property 4236065,13.5859219,100.4160866,Bangkok,Thailand,1000,8,7795
Sample Property 4236066,13.5859219,100.4160866,Bangkok,Thailand,1000,8,12777
Sample Property 4236067,13.5859219,100.4160866,Bangkok,Thailand,1000,8,6860
Sample Property 4236068,13.5859219,100.4160866,Bangkok,Thailand,1000,8,6726
Sample Property 4236069,13.5859219,100.4160866,Bangkok,Thailand,1000,8,10603
Sample Property 4236070,13.5859219,100.4160866,Bangkok,Thailand,1000,8,9366
Sample Property 4236071,13.5859219,100.4160866,Bangkok,Thailand,1000,8,7973
Sample Property 4236072,4.517765,-74.1201929,Bogota,Colombia,1000,8,5664
Sample Property 4236093,41.22610261,-73.91738892,Croton On Hudson,United States,1000,8,10890
Sample Property 4236094,31.5621916,74.3228517,Lahore,Pakistan,1000,8,13236
Sample Property 4236108,-26.205,28.0497222,Johannesburg,South Africa,1000,8,10352
Sample Property 4236109,43.6423528,-79.4107345,Toronto,Canada,1000,8,13448
Sample Property 4236110,40.72198995,-73.99243176,New York City,United States,1000,8,6544
Sample Property 4236112,43.6437215,-79.4114031,Toronto,Canada,1000,8,7361
Sample Property 4236115,43.64618919,-79.40835974,Toronto,Canada,1000,8,13002
Sample Property 4236116,43.643761,-79.411293,Toronto,Canada,1000,8,12929
Sample Property 4236117,32.29781642,-64.78779316,Hamilton,Bermuda,1000,8,13001
Sample Property 4236125,43.62152204,3.820538521,"Montpellier, France",France,1000,8,6168
Sample Property 4236126,43.6437215,-79.4114031,Toronto,Canada,1000,8,5575
Sample Property 4236127,43.6529206,-79.3849008,Toronto,Canada,1000,8,12557
Sample Property 4236130,33.13956356,-96.7694664,Frisco,United States,1000,8,7101
Sample Property 4236139,43.64357166,-79.41145957,Toronto,Canada,1000,8,10840
Sample Property 4236150,35.2351765,-75.6284903,Frisco,United States,1000,8,13264
Sample Property 4236151,13.7529438,100.4941219,Bangkok,Thailand,1000,8,6209
Sample Property 4236152,43.6394979,-79.4421729,"Toronto, Ontario",Canada,1000,8,10832
Sample Property 4236153,43.6394979,-79.4421729,"Toronto, Ontario",Canada,1000,24,5063
Sample Property 4236154,61.0666922,-107.9917071,"Alpharetta, Georgia",Canada,1000,24,12582
Sample Property 4236155,3.1387103,101.6820995,Kuala Lumpur,Malaysia,1000,24,12181
Sample Property 4236156,-26.04842614,28.08823228,Woodmead,South Africa,1000,24,14222
Sample Property 4236157,33.9294606,-116.977248,"Beaumont, California",United States,1000,24,7192
Sample Property 4236158,18.01751788,-76.75686121,Kingston,Jamaica,1000,24,10658
Sample Property 4236159,-26.0484165,28.08828592,Sandton,South Africa,1000,24,14435
Sample Property 4236160,43.45078481,-80.49200892,"Kitchener, On",Canada,1000,24,8005
Sample Property 4236162,43.643761,-79.411293,Toronto,Canada,1000,24,6858
Sample Property 4236163,43.643761,-79.411293,Toronto,Canada,1000,24,8916
Sample Property 4236164,43.643761,-79.411293,Toronto,Canada,1000,24,5702
Sample Property 4236165,43.643761,-79.411293,Toronto,Canada,1000,24,13998
Sample Property 4236166,43.643761,-79.411293,Toronto,Canada,1000,24,13412
Sample Property 4236167,34.1683386,-118.6059197,Woodland Hills,United States,1000,24,11049
Sample Property 4236168,34.1417687,-118.8148236,Westlake Village,United States,1000,24,9322
Sample Property 4236169,33.92807387,-117.9040665,Brea,United States,1000,24,11940
Sample Property 4236170,34.11764317,-117.8141722,San Dimas,United States,1000,24,13576
Sample Property 4236171,34.0103584,-118.4722221,Santa Monica,United States,1000,24,9110
Sample Property 4236172,33.92725379,-117.8383462,Brea,United States,1000,24,13089
Sample Property 4236173,33.873049,-118.266159,Carson,United States,1000,24,14590
Sample Property 4236174,34.10985193,-117.488703,Fontana,United States,1000,24,9720
Sample Property 4236175,43.6437215,-79.4114031,Toronto,Canada,1000,24,6384
Sample Property 4236176,43.6437215,-79.4114031,Toronto,Canada,1000,24,9729
Sample Property 4236177,43.6560158,-79.3823279,Toronto,Canada,1000,24,6974
Sample Property 4236179,43.71437153,-79.72270042,Brampton,Canada,1000,24,5447
Sample Property 4236180,40.4167047,-3.7035825,Madrid,Spain,1000,24,12341
Sample Property 4236181,40.46347042,-3.616690636,Madrid,Spain,1000,24,8546
Sample Property 4236182,43.725432,-79.454715,Toronto,Canada,1000,24,13334
Sample Property 4236183,43.254687,-79.8678197,Hamilton,Canada,1000,24,5296
Sample Property 4236190,48.5894664,7.7522932,Strasbourg,France,1000,24,9449
Sample Property 4236194,3.1387103,101.6820995,Kuala Lumpur,Malaysia,1000,24,5953
Sample Property 4236195,43.714575,-79.7523867,Brampton,Canada,1000,24,7481
Sample Property 4236196,43.2257242,-79.8609173,Hamilton,Canada,1000,24,10890
Sample Property 4236197,43.6508151,-79.5269472,Toronto,Canada,1000,24,13192
Sample Property 4236198,43.6508151,-79.5269472,Toronto,Canada,1000,24,7938
Sample Property 4236200,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,10121
Sample Property 4236201,-6.1753167,106.8271436,Jakarta,Indonesia,1000,24,10436
Sample Property 4236202,-6.22721705,106.7972032,Jakarta,Indonesia,1000,24,10228
Sample Property 4236203,33.1580933,-117.3505939,"Carlsbad, California",United States,1000,24,6064
Sample Property 4236204,34.053717,-118.2427266,"Los Angeles, Ca",United States,1000,24,13657
Sample Property 4236205,37.3438502,-121.8831349,"San Jose, Ca",United States,1000,24,7671
Sample Property 4236206,42.5278731,-70.9286609,"Peabody, Ma",United States,1000,24,8706
Sample Property 4236325,34.0633443,-117.6508876,"Ontario, Ca",United States,1000,24,9931
Sample Property 4236326,25.22761165,55.17507748,Dubai,United Arab Emirates,1000,24,6669
Sample Property 4236329,43.70150717,-79.39766091,Toronto,Canada,1000,24,11215
Sample Property 4236330,43.81817941,-79.50462341,Vaughn,Canada,1000,24,13883
Sample Property 4236332,37.13758568,-93.27650672,Springfield,United States,1000,24,14765
Sample Property 4236333,-33.7671443,151.0550496,Sydney,Australia,1000,24,5284
Sample Property 4236334,41.71341751,-72.60342836,Glastonbury,United States,1000,24,12894
Sample Property 4236335,43.68152704,-79.41824287,Toronto,Canada,1000,24,12656
Sample Property 4236336,43.90630307,-78.81461442,Oshawa,Canada,1000,24,12644
Sample Property 4236344,43.6529206,-79.3849008,Toronto,Canada,1000,24,7368
Sample Property 4236345,43.6529206,-79.3849008,Toronto,Canada,1000,24,7726
Sample Property 4236348,43.643761,-79.411293,Toronto,Canada,1000,24,12493
Sample Property 4236350,43.66624765,-79.40645993,Toronto,Canada,1000,24,8986
Sample Property 4236351,43.643761,-79.411293,Toronto,Canada,1000,24,10454
Sample Property 4236352,43.6529206,-79.3849008,Toronto,Canada,1000,24,13407
Sample Property 4236353,43.643761,-79.411293,Toronto,Canada,1000,24,9365
Sample Property 4236354,43.643761,-79.411293,Toronto,Canada,1000,24,11230
Sample Property 4236356,43.643761,-79.411293,Toronto,Canada,1000,24,11900
Sample Property 4236357,43.643761,-79.411293,Toronto,Canada,1000,24,7161
Sample Property 4236358,3.1387103,101.6820995,Kuala Lumpur,Malaysia,1000,24,13581
Sample Property 4236359,43.643761,-79.411293,Toronto,Canada,1000,24,8434
Sample Property 4236360,43.643761,-79.411293,Toronto,Canada,1000,24,5122
Sample Property 4236361,43.643761,-79.411293,Toronto,Canada,1000,24,11851
Sample Property 4236366,43.4474108,-79.6665485,"Oakville, On",Canada,1000,24,9768
Sample Property 4236368,1.2904527,103.852038,Singapore,Singapore,1000,24,6049
Sample Property 4236369,43.39137031,-79.76000735,Burlington,Canada,1000,24,8432
Sample Property 4236371,52.40144354,-1.50367856,Coventry,United Kingdom,1000,24,13782
Sample Property 4236372,24.763359,46.8142309,Riyadh,Saudi Arabia,1000,24,5952
Sample Property 4236373,42.98722008,-81.25088401,London,Canada,1000,24,7697
Sample Property 4236374,34.1683386,-118.6059197,Woodland Hills,United States,1000,24,11893
Sample Property 4236376,14.8971921,100.83273,Cyberjaya,Thailand,1000,24,5967
Sample Property 4236377,-26.10642913,28.05541277,Johannesburg,South Africa,1000,24,6132
Sample Property 4236378,-26.0746304,28.025406,Bryanston,South Africa,1000,24,5989
Sample Property 4236379,34.17824905,-118.3074009,Burbank,United States,1000,24,12803
Sample Property 4236380,43.66427051,-79.38446045,Toronto,Canada,1000,24,6315
Sample Property 4236381,43.6437215,-79.4114031,Toronto,Canada,1000,24,7438
Sample Property 4236382,49.13365481,-122.8903198,Surrey,Canada,1000,24,8015
Sample Property 4236383,46.8257374,-71.2349114,Quebec City,Canada,1000,24,12501
Sample Property 4236384,43.6472967,-79.3870405,Toronto,Canada,1000,24,5016
Sample Property 4236385,42.98722008,-81.25088401,London,Canada,1000,24,9824
Sample Property 4236386,42.9844247,-81.2498648,London,Canada,1000,24,13896
Sample Property 4236387,-6.1753167,106.8271436,Jakarta,Indonesia,1000,24,13725
Sample Property 4236388,43.643761,-79.411293,Toronto,Canada,1000,24,9931
Sample Property 4236389,6.2251334,-75.566375,Medellin,Colombia,1000,24,9220
Sample Property 4236390,42.99157258,-81.2537653,London,Canada,1000,24,12140
Sample Property 4236391,42.99157258,-81.2537653,London,Canada,1000,24,8307
Sample Property 4236395,43.42680624,-79.72705364,Oakville,Canada,1000,24,14339
Sample Property 4236396,43.37931968,-79.80485916,Burlington,Canada,1000,24,13579
Sample Property 4236397,43.17399605,-80.24302483,Brantford,Canada,1000,24,9808
Sample Property 4236400,46.8257374,-71.2349114,Quebec City,Canada,1000,24,5063
Sample Property 4236401,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,14708
Sample Property 4236402,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,10836
Sample Property 4236403,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,14405
Sample Property 4236404,10.7754799,106.7021449,Subang,Malaysia,1000,24,9348
Sample Property 4236412,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,10360
Sample Property 4236413,13.2904027,108.4265113,Ho Chi Ming,Viet Nam,1000,24,5103
Sample Property 4236414,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,10542
Sample Property 4236415,10.7754799,106.7021449,Ho Chi Minh,Viet Nam,1000,24,13441
Sample Property 4236416,13.7529438,100.4941219,Bangkok,Thailand,1000,24,6360
Sample Property 4236417,13.7529438,100.4941219,Bangkok,Thailand,1000,24,6677
Sample Property 4236418,13.7529438,100.4941219,Bangkok,Thailand,1000,24,11197
Sample Property 4236419,13.7529438,100.4941219,Bangkok,Thailand,1000,24,11451
Sample Property 4236420,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5796
Sample Property 4236421,13.7529438,100.4941219,Bangkok,Thailand,1000,24,10963
Sample Property 4236422,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5968
Sample Property 4236423,13.7529438,100.4941219,Bangkok,Thailand,1000,24,10304
Sample Property 4236424,13.7529438,100.4941219,Bangkok,Thailand,1000,24,9957
Sample Property 4236431,13.7529438,100.4941219,Bangkok,Thailand,1000,24,7942
Sample Property 4236432,13.7529438,100.4941219,Bangkok,Thailand,1000,24,13819
Sample Property 4236433,13.7529438,100.4941219,Bangkok,Thailand,1000,24,7519
Sample Property 4236434,13.7529438,100.4941219,Bangkok,Thailand,1000,24,13299
Sample Property 4236435,13.7529438,100.4941219,Bangkok,Thailand,1000,24,8030
Sample Property 4236436,13.7529438,100.4941219,Bangkok,Thailand,1000,24,14251
Sample Property 4236437,13.7529438,100.4941219,Bangkok,Thailand,1000,24,10395
Sample Property 4236438,13.7529438,100.4941219,Bangkok,Thailand,1000,24,7509
Sample Property 4236439,13.7529438,100.4941219,Bangkok,Thailand,1000,24,6763
Sample Property 4236440,13.7529438,100.4941219,Bangkok,Thailand,1000,24,9921
Sample Property 4236441,13.7529438,100.4941219,Bangkok,Thailand,1000,24,5319
Sample Property 4236442,13.7529438,100.4941219,Bangkok,Thailand,1000,24,6879
Sample Property 4236461,14.5906216,120.9799696,Manila,Philippines,1000,24,8784
Sample Property 4236462,43.6529206,-79.3849008,Toronto,Canada,1000,24,11089
Sample Property 4236502,13.5859219,100.4160866,Bangkok,Thailand,1000,24,12023
Sample Property 4236503,29.34748531,48.08583856,Salmiya,Kuwait,1000,24,8388
Sample Property 4236504,-21.9549806,-49.0232348,São Paulo,Brazil,1000,24,14947
Sample Property 4236506,13.7529438,100.4941219,Bangkok,Thailand,1000,24,13904
Sample Property 4236507,13.7529438,100.4941219,Bangkok,Thailand,1000,24,11883
Sample Property 4236508,2.6923752,101.7501574,Sepang,Malaysia,1000,24,7488
Sample Property 4236510,3.150486,101.531154,Subang,Malaysia,1000,24,7950
Sample Property 4236511,2.6923752,101.7501574,Sepang,Malaysia,1000,24,11374
Sample Property 4236512,2.6923752,101.7501574,Sepang,Malaysia,1000,24,9010
Sample Property 4236513,45.33245576,-75.65452695,Ottawa,Canada,1000,24,5655
Sample Property 4236514,45.3321542,-75.65390855,Ottawa,Canada,1000,24,9357
Sample Property 4236517,29.25892148,47.9727459,Farwaniya,Kuwait,1000,24,7077
Sample Property 4236518,14.5906216,120.9799696,Manila,Philippines,1000,24,7259
Sample Property 4236519,14.5906216,120.9799696,Manila,Philippines,1000,24,5647
Sample Property 4236541,49.1630452,-123.1362247,"Richmond, Bc",Canada,1000,24,6778
Sample Property 4236543,2.6923752,101.7501574,Sepang,Malaysia,1000,24,12156
Sample Property 4236545,43.6529206,-79.3849008,Toronto,Canada,1000,24,13823
Sample Property 4236546,43.652286,-79.3790102,Toronto,Canada,1000,24,9364
Sample Property 4236577,2.9197711,101.6552743,Cyberjaya,Malaysia,1000,24,10774
Sample Property 4236578,43.6435954,-79.411702,Toronto,Canada,1000,24,9482
Sample Property 4236580,33.55434221,-117.6865339,Laguna Niguel,United States,1000,24,13169
Sample Property 4236581,43.64324046,-79.41096002,Toronto,Canada,1000,24,6595
Sample Property 4236582,43.64324046,-79.41096002,Toronto,Canada,1000,24,8658
Sample Property 4236583,13.5859219,100.4160866,Bangkok,Thailand,1000,24,8397
Sample Property 4236584,34.0566624,-118.2730388,Los Angeles,United States,1000,24,14147
Sample Property 4236594,-25.87069259,28.18808556,Johannesburg,South Africa,1000,24,13271
Sample Property 4236595,2.5667362,103.8333255,Puchong,Malaysia,1000,24,7155
Sample Property 4236597,43.6437215,-79.4114031,Toronto,Canada,1000,24,5726
Sample Property 4236607,49.28186721,-123.108319,Toronto,Canada,1000,24,14606
Sample Property 4236610,43.6434608,-79.4223279,Toronto,Canada,1000,24,11668
Sample Property 4236611,31.4930418,74.3418816,Lahore,Pakistan,1000,24,9359
Sample Property 4236612,41.0770866,29.0193772,Levent - Istanbul,Turkey,1000,24,7020
Sample Property 4236613,43.667988,-79.388974,Toronto,Canada,1000,24,6277
Sample Property 4236614,43.667988,-79.388974,Toronto,Canada,1000,24,6117
Sample Property 4236615,43.667988,-79.388974,Toronto,Canada,1000,24,5063
Sample Property 4236616,43.667988,-79.388974,Toronto,Canada,1000,24,8982
Sample Property 4236617,43.667988,-79.388974,Toronto,Canada,1000,24,10109
Sample Property 4236618,14.5906216,120.9799696,Manila,Philippines,1000,24,5814
Sample Property 4236619,2.921525614,101.663661,Subang Jaya,Malaysia,1000,24,6377
Sample Property 4236622,2.9197711,101.6552743,Cyberjaya,Malaysia,1000,24,9128
Sample Property 4236623,29.456179,-98.6634069,Dulles,United States,1000,24,10104
Sample Property 4236624,38.99784131,-77.44606018,"Sterling, Va 20165",United States,1000,24,10702
Sample Property 4236625,39.0023771,-77.44949341,"Sterling, Va 20165",United States,1000,24,7721
Sample Property 4236626,38.99810813,-77.44606018,"Sterling, Va 20165",United States,1000,24,5615
Sample Property 4236627,38.99730767,-77.44537354,"Sterling, Va 20165",United States,1000,24,10651
Sample Property 4236628,-26.13201493,28.04914713,Illovo,South Africa,1000,24,11784
Sample Property 4236629,-26.13216904,28.04927588,Illovo,South Africa,1000,24,5343
Sample Property 4236630,-26.13203419,28.04919004,Illovo,South Africa,1000,24,6265
Sample Property 4236631,43.6529206,-79.3849008,Toronto,Canada,1000,24,14658
Sample Property 4236632,38.62700443,-90.25732563,Saint Louis,United States,1000,24,13044
Sample Property 4236635,43.64819488,-79.38316226,Toronto,Canada,1000,24,11849
Sample Property 4236636,43.37313558,-79.80946183,Burlington,Canada,1000,24,14820
Sample Property 4236637,43.39095312,-79.82391357,Burlington,Canada,1000,24,5737
Sample Property 4236638,43.6529206,-79.3849008,Toronto,Canada,1000,24,5525
Sample Property 4236639,43.6529206,-79.3849008,Toronto,Canada,1000,24,10033
Sample Property 4236640,43.6529206,-79.3849008,Toronto,Canada,1000,24,14895
Sample Property 4236641,43.6529206,-79.3849008,Toronto,Canada,1000,24,11613
Sample Property 4236644,12.7503486,122.7312101,Manilia,Philippines,1000,24,8165
Sample Property 4236645,14.5906216,120.9799696,Manila,Philippines,1000,24,8110
Sample Property 4236646,14.5906216,120.9799696,Manila,Philippines,1000,24,8002
Sample Property 4236647,14.5906216,120.9799696,Manila,Philippines,1000,24,14780
Sample Property 4236648,14.5906216,120.9799696,Manila,Philippines,1000,24,8938
Sample Property 4236649,14.5906216,120.9799696,Manila,Philippines,1000,24,13837
Sample Property 4236650,14.5906216,120.9799696,Manila,Philippines,1000,24,9703
Sample Property 4236651,14.5906216,120.9799696,Manila,Philippines,1000,24,9605
Sample Property 4236652,14.5906216,120.9799696,Manila,Philippines,1000,24,10646
Sample Property 4236653,14.5906216,120.9799696,Manila,Philippines,1000,24,7673
Sample Property 4236654,14.5906216,120.9799696,Manila,Philippines,1000,24,14955
Sample Property 4236655,14.5906216,120.9799696,Manila,Philippines,1000,24,12848
Sample Property 4236656,3.044590019,101.6234493,"Puchong, Selangor",Malaysia,1000,24,13045
Sample Property 4236657,43.6529206,-79.3849008,Toronto,Canada,1000,24,6699
Sample Property 4236660,41.8755546,-87.6244212,Chicago,United States,1000,24,11510
Sample Property 4236661,41.8755546,-87.6244212,Chicago,United States,1000,24,9484
Sample Property 4236663,33.5991484,73.0641002,Rawalpindi,Pakistan,1000,24,7825
Sample Property 4236664,33.6945756,73.0643744,Islamabad,Pakistan,1000,24,10656
Sample Property 4236665,43.0776779,-79.0918615,Thorold,Canada,1000,24,9101
Sample Property 4236666,43.1576804,-79.24789086,St. Catharines,Canada,1000,24,8551
Sample Property 4236667,43.1812084,-79.2514787,St. Catharines,Canada,1000,24,12299
Sample Property 4236668,29.3797091,47.9735629,Kuwait City,Kuwait,1000,24,10665
Sample Property 4236699,14.5906216,120.9799696,Manila,Philippines,1000,24,14564
Sample Property 4236703,12.7503486,122.7312101,Manilia,Philippines,1000,24,12907
Sample Property 4236704,12.7503486,122.7312101,Manilia,Philippines,1000,24,7073
Sample Property 4236705,12.7503486,122.7312101,Manilia,Philippines,1000,24,13607
Sample Property 4236706,12.7503486,122.7312101,Manilia,Philippines,1000,24,12727
Sample Property 4236707,12.7503486,122.7312101,Manilia,Philippines,1000,24,10210
Sample Property 4236708,12.7503486,122.7312101,Manilia,Philippines,1000,24,13649
Sample Property 4236709,12.7503486,122.7312101,Manilia,Philippines,1000,24,13382
Sample Property 4236710,12.7503486,122.7312101,Manilia,Philippines,1000,24,11516
Sample Property 4236711,12.7503486,122.7312101,Manilia,Philippines,1000,24,7902
Sample Property 4236712,12.7503486,122.7312101,Manilia,Philippines,1000,24,11500
Sample Property 4236713,12.7503486,122.7312101,Manilia,Philippines,1000,24,10491
Sample Property 4236714,12.7503486,122.7312101,Manilia,Philippines,1000,24,12765
Sample Property 4236715,12.7503486,122.7312101,Manilia,Philippines,1000,24,10179
Sample Property 4236716,12.7503486,122.7312101,Manilia,Philippines,1000,24,9347
Sample Property 4236717,12.7503486,122.7312101,Manilia,Philippines,1000,24,13370
Sample Property 4236718,12.7503486,122.7312101,Manilia,Philippines,1000,24,7057
Sample Property 4236719,12.7503486,122.7312101,Manilia,Philippines,1000,24,7997
Sample Property 4236720,12.7503486,122.7312101,Manilia,Philippines,1000,24,11414
Sample Property 4236721,12.7503486,122.7312101,Manilia,Philippines,1000,24,5980
Sample Property 4236722,12.7503486,122.7312101,Manilia,Philippines,1000,24,14832
Sample Property 4236723,12.7503486,122.7312101,Manilia,Philippines,1000,24,10424
Sample Property 4236724,12.7503486,122.7312101,Manilia,Philippines,1000,24,13949
Sample Property 4236725,12.7503486,122.7312101,Manilia,Philippines,1000,24,8074
Sample Property 4236726,12.7503486,122.7312101,Manilia,Philippines,1000,24,13954
Sample Property 4236727,12.7503486,122.7312101,Manilia,Philippines,1000,24,7276
Sample Property 4236728,12.7503486,122.7312101,Manilia,Philippines,1000,24,14645
Sample Property 4236729,12.7503486,122.7312101,Manilia,Philippines,1000,24,12264
Sample Property 4236730,12.7503486,122.7312101,Manilia,Philippines,1000,24,6704
Sample Property 4236731,12.7503486,122.7312101,Manilia,Philippines,1000,24,8379
Sample Property 4236732,12.7503486,122.7312101,Manilia,Philippines,1000,24,14019
Sample Property 4236733,12.7503486,122.7312101,Manilia,Philippines,1000,24,5349
Sample Property 4236734,12.7503486,122.7312101,Manilia,Philippines,1000,24,11578
Sample Property 4236735,12.7503486,122.7312101,Manilia,Philippines,1000,24,11978
Sample Property 4236736,12.7503486,122.7312101,Manilia,Philippines,1000,24,13941
Sample Property 4236737,12.7503486,122.7312101,Manilia,Philippines,1000,24,10644
Sample Property 4236738,12.7503486,122.7312101,Manilia,Philippines,1000,24,11726
Sample Property 4236739,43.6429571,-79.3823636,Toronto,Canada,1000,24,10728
Sample Property 4236741,31.5621916,74.3228517,Lahore,Pakistan,1000,24,7048
Sample Property 4236742,48.74856687,-122.4745211,"Bellingham, Wa",United States,1000,24,14761
Sample Property 4236743,43.70647669,-79.39664841,Toronto,Canada,1000,24,5863
Sample Property 4236744,43.7708927,-79.4133523,Toronto,Canada,1000,24,5281
Sample Property 4236745,43.6459167,-79.3995737,Toronto,Canada,1000,24,10415
Sample Property 4236746,33.6945756,73.0643744,Islamabad,Pakistan,1000,24,11216
Sample Property 4236747,-29.7259661,31.08408004,Umhlanga,South Africa,1000,24,12934
Sample Property 4236755,17.4926747,-88.1825703,Belize City,Belize,1000,24,8873
Sample Property 4236756,17.4926747,-88.1825703,Belize City,Belize,1000,24,13813
Sample Property 4236757,17.4926747,-88.1825703,Belize City,Belize,1000,24,10996
Sample Property 4236758,17.4926747,-88.1825703,Belize City,Belize,1000,24,7421
Sample Property 4236759,17.4926747,-88.1825703,Belize City,Belize,1000,24,12756
Sample Property 4236762,33.7489218,-118.3679114,Rancho Palos Verdes,United States,1000,24,5847
Sample Property 4236776,14.6105428,121.079623,Manila,Philippines,1000,24,12099
Sample Property 4236777,14.6105428,121.079623,Manila,Philippines,1000,24,10903
Sample Property 4236779,-26.0433333,28.0644444,Woodmead,South Africa,1000,24,7397
Sample Property 4236782,41.8755546,-87.6244212,Chicago,United States,1000,24,13768
Sample Property 4236783,41.8755546,-87.6244212,Chicago,United States,1000,24,13121
Sample Property 4236785,13.5859219,100.4160866,Bangkok,Thailand,1000,24,8115
Sample Property 4236786,13.6943222,100.7512593,Tienhoven,Netherlands,1000,24,5021
Sample Property 4236787,13.5859219,100.4160866,Bangkok,Thailand,1000,24,6799
Sample Property 4236788,43.72545977,-79.45276022,Toronto,Canada,1000,24,14556
Sample Property 4236789,13.5859219,100.4160866,Bangkok,Thailand,1000,24,6260
Sample Property 4236790,12.5686185,99.9569554,Hua Hin,Thailand,1000,24,5771
Sample Property 4236791,14.5906216,120.9799696,Manila,Philippines,1000,24,7326
Sample Property 4236792,14.5906216,120.9799696,Manila,Philippines,1000,24,12468
Sample Property 4236793,14.5906216,120.9799696,Manila,Philippines,1000,24,13016
Sample Property 4236794,14.5906216,120.9799696,Manila,Philippines,1000,24,12322
Sample Property 4236795,3.1387103,101.6820995,Kuala Lumpur,Malaysia,1000,24,9821
Sample Property 4236796,24.8667795,67.0311286,Karachi,Pakistan,1000,24,12711
Sample Property 4236797,14.8971921,100.83273,Chacheongsao,Thailand,1000,24,10467
Sample Property 4236798,12.9318593,100.9006905,Pattaya,Thailand,1000,24,14767
Sample Property 4236799,14.8971921,100.83273,North Pattaya,Thailand,1000,24,5447
Sample Property 4236800,14.8971921,100.83273,Suratthani,Thailand,1000,24,6013
Sample Property 4236801,14.8971921,100.83273,Suratthani,Thailand,1000,24,9206
Sample Property 4236802,7.715984,98.32212637,Phuket,Thailand,1000,24,7520
Sample Property 4236803,7.715984,98.32212637,Phuket,Thailand,1000,24,5690
Sample Property 4236804,7.715984,98.32212637,Phuket,Thailand,1000,24,6012
Sample Property 4236805,7.715984,98.32212637,Phuket,Thailand,1000,24,8414
Sample Property 4236806,7.89035785,98.2998182,Phuket,Thailand,1000,24,12655
Sample Property 4236807,8.1076801,98.306048,Phuket,Thailand,1000,24,5045
Sample Property 4236808,18.7905657,98.9880846,Chiang Mai,Thailand,1000,24,5874
Sample Property 4236811,24.8667795,67.0311286,Karachi,Pakistan,1000,24,6481
Sample Property 4236812,13.7161464,100.5311493,Bangkok,Thailand,1000,24,5319
Sample Property 4236813,13.7529438,100.4941219,Bangkok,Thailand,1000,24,9052
Sample Property 4236814,43.6529206,-79.3849008,Toronto,Canada,1000,24,11642
Sample Property 4236864,31.5621916,74.3228517,Lahore,Pakistan,1000,24,8865
Sample Property 4236866,52.165755,5.0824583,Tienhoven,Netherlands,1000,24,8598
Sample Property 4236867,43.65348922,-79.38830674,Toronto,Canada,1000,24,5969
Sample Property 4236869,13.77604626,100.5740726,Bangkok,Thailand,1000,24,13821
Sample Property 4236870,-29.5321669,31.207421,Ballito,South Africa,1000,24,8100
Sample Property 4236873,31.5621916,74.3228517,Lahore,Pakistan,1000,24,5805
Sample Property 4236874,24.8667795,67.0311286,Karachi,Pakistan,1000,24,11377
Sample Property 4236895,-25.87069259,28.18808556,Johannesburg,South Africa,1000,24,9055
Sample Property 4236896,43.6437215,-79.4114031,Toronto,Canada,1000,24,13246
Sample Property 4236902,2.9197711,101.6552743,Selangor,Malaysia,1000,24,14151
Sample Property 4236916,43.643761,-79.411293,Toronto,Canada,1000,24,11980
Sample Property 4236921,43.651451,-79.397331,Toronto,Canada,1000,24,7191
Sample Property 4236922,43.5076822,-79.66747642,Oakville,Canada,1000,24,12493
Sample Property 4236925,43.714575,-79.7523867,Brampton,Canada,1000,24,7166
Sample Property 4236926,43.6529206,-79.3849008,Toronto,Canada,1000,24,7255
Sample Property 4236927,43.8539172,-79.3242549,Markham,Canada,1000,24,8164
Sample Property 4236928,44.0545216,-79.4595169,Newmarket,Canada,1000,24,8920
Sample Property 4236929,43.8009123,-79.3705429,North York,Canada,1000,24,11878
Sample Property 4236930,43.7665277,-79.4121923,Toronto,Canada,1000,24,13475
Sample Property 4236931,43.7665277,-79.4121923,Toronto,Canada,1000,24,8531
